post_url,price,location,post_title,source
https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/,495,,LYCKSELE LÖVÅS,ikea
https://www.ikea.com/sa/en/p/utaker-stackable-bed-with-2-mattresses-pine-moshult-firm-s39227837/,1285,,UTÅKER,ikea
https://www.ikea.com/sa/en/p/sundvik-ext-bed-frame-with-slatted-bed-base-grey-brown-s39041660/,849,,SUNDVIK,ikea
https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-doors-6-drawers-white-fonnes-ridabu-s59302915/,2905,,PLATSA,ikea
https://www.ikea.com/sa/en/p/brynilen-leg-oak-60299691/,30,,BRYNILEN,ikea
https://www.ikea.com/sa/en/p/fyresdal-day-bed-with-2-mattresses-black-moshult-firm-s39279280/,1139,,FYRESDAL,ikea
https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-hillared-dark-grey-s09149879/,1160,,VALLENTUNA,ikea
https://www.ikea.com/sa/en/p/delaktig-bed-frame-aluminium-s19287530/,1400,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-00400692/,220,,BRIMNES,ikea
https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,520,,SLÄKT,ikea
https://www.ikea.com/sa/en/p/sufflett-bed-tent-pink-80332468/,85,,SUFFLETT,ikea
https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-grey-white-90332458/,175,,KURA,ikea
https://www.ikea.com/sa/en/p/loeva-bed-canopy-green-90338403/,55,,LÖVA,ikea
https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-grey-moshult-firm-s99211621/,2085,,HEMNES,ikea
https://www.ikea.com/sa/en/p/flekke-day-bed-frame-with-2-drawers-black-brown-20320128/,1495,,FLEKKE,ikea
https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/,1092,,MARKERAD,ikea
https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-door-3-drawers-white-fonnes-s99302975/,2163.5,,PLATSA,ikea
https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,149,,KURA,ikea
https://www.ikea.com/sa/en/p/stuva-foelja-loft-bed-combo-w-2-drawer-2-doors-white-s89275265/,1915,,STUVA / FÖLJA,ikea
https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-black-s39288128/,2495,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/graelviken-3-seat-sofa-bed-grey-70340567/,1995,,GRÄLVIKEN,ikea
https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/,2295,,HOLMSUND,ikea
https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-tuddal-dark-beige-s59250756/,2902,,LAUVIK,ikea
https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-3-drawers-2-doors-white-white-s79253259/,1990,,STUVA / FRITIDS,ikea
https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-silver-colour-20247982/,875,,SVÄRTA,ikea
https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,1611,,PLATSA,ikea
https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,3595,,GRÖNLID,ikea
https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,1295,,VITVAL,ikea
https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-dark-red-s49278591/,7610,,GRÖNLID,ikea
https://www.ikea.com/sa/en/p/brimnes-day-bed-w-2-drawers-2-mattresses-white-malfors-medium-firm-s19129932/,1795,,BRIMNES,ikea
https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,295,,SLÄKT,ikea
https://www.ikea.com/sa/en/p/nordli-headboard-white-10372976/,695,,NORDLI,ikea
https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-black-s69287537/,2095,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/gonatt-cot-light-grey-00257953/,1095,,GONATT,ikea
https://www.ikea.com/sa/en/p/brennasen-leg-black-stained-20299688/,30,,BRENNÅSEN,ikea
https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,1991,,BRÅTHULT,ikea
https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,2210,,PLATSA,ikea
https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-with-desk-top-silver-colour-s59151271/,1175,,SVÄRTA,ikea
https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,1445,,NYHAMN,ikea
https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-red-brown-red-brown-s29277639/,9585,,LIDHULT,ikea
https://www.ikea.com/sa/en/p/burfjord-leg-oak-40299687/,40,,BURFJORD,ikea
https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-and-storage-hillared-murum-dark-grey-black-s49277105/,4488,,VALLENTUNA,ikea
https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-with-desk-top-white-light-grey-s69302566/,1195,,VITVAL,ikea
https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-murum-white-s09278003/,5780,,VALLENTUNA,ikea
https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-lejde-grey-black-s19290014/,3340,,LIDHULT,ikea
https://www.ikea.com/sa/en/p/delaktig-headboard-black-20426525/,495,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/gulliver-cot-white-10248519/,595,,GULLIVER,ikea
https://www.ikea.com/sa/en/p/delaktig-fitting-for-headboard-60429471/,200,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,2236,,FLOTTEBO,ikea
https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-2-side-tables-aluminium-black-s29288100/,1800,,DELAKTIG,ikea
https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-medium-grey-s49292686/,4645,,VIMLE,ikea
https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-foam-mattress-skiftebo-yellow-s49306443/,1295,,NYHAMN,ikea
https://www.ikea.com/sa/en/p/sultan-supporting-leg-black-45932080/,50,,SULTAN,ikea
https://www.ikea.com/sa/en/p/batsfjord-leg-birch-10309616/,30,,BÅTSFJORD,ikea
https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-medium-firm-tustna-dark-grey-s79186774/,8356,,KONGSFJORD,ikea
https://www.ikea.com/sa/en/p/flekke-day-bed-w-2-drawers-2-mattresses-black-brown-husvika-firm-s99183864/,2185,,FLEKKE,ikea
https://www.ikea.com/sa/en/p/sundvik-cot-grey-brown-70248564/,695,,SUNDVIK,ikea
https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,1841,,SANDBACKEN,ikea
https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,2995,,HOLMSUND,ikea
https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,4320,,VALLENTUNA,ikea
https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-dark-grey-s59297481/,1596,,FLOTTEBO,ikea
https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,1520,,NYHAMN,ikea
https://www.ikea.com/sa/en/p/svaerta-desk-top-silver-colour-20249896/,300,,SVÄRTA,ikea
https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-5-seat-lejde-grey-black-s29266184/,7785,,LIDHULT,ikea
https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-medium-grey-s29278158/,4270,,GRÖNLID,ikea
https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-4-drawers-2-doors-white-light-pink-s49268653/,2025,,STUVA / FRITIDS,ikea
https://www.ikea.com/sa/en/p/lycksele-havet-mattress-60102067/,795,,LYCKSELE HÅVET,ikea
https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,695,,SUNDVIK,ikea
https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,1845,,FRIHETEN,ikea
https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,2945,,VIMLE,ikea
https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-chaise-longue-inseros-white-s89278481/,4790,,GRÖNLID,ikea
https://www.ikea.com/sa/en/p/bjorli-leg-stainless-steel-70299695/,40,,BJORLI,ikea
https://www.ikea.com/sa/en/p/slaekt-headboard-white-50456417/,75,,SLÄKT,ikea
https://www.ikea.com/sa/en/p/kura-bed-tent-turquoise-40296599/,125,,KURA,ikea
