Post Date,Post Id,Post URL,Price,Location,Post Title
2022-10-12 21:48,7544975993,https://pittsburgh.craigslist.org/fuo/d/freedom-bar-stools/7544975993.html,50,,4 Bar Stools
2022-10-12 21:40,7544974172,https://pittsburgh.craigslist.org/fuo/d/freedom-dining-chairs/7544974172.html,95,,6 Dining Chairs
2022-10-12 21:35,7537248350,https://pittsburgh.craigslist.org/fuo/d/mckeesport-southwood-mahogany-open-arm/7537248350.html,50, (White Oak),Southwood Mahogany Open Arm Upholstered Lolling Chair
2022-10-12 21:31,7544972117,https://pittsburgh.craigslist.org/fuo/d/freedom-chairs-by-pennsylvania-house/7544972117.html,95,,6 Chairs by Pennsylvania House
2022-10-12 21:30,7544095396,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-vintage-midcentury-piece/7544095396.html,200, (Penn Hills),Vintage MidCentury 4 Piece Green Leather Settee.  Retro Accent Seating
2022-10-12 21:29,7544971753,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-small-black-two-peice-couch/7544971753.html,125, (Pittsburgh),small black two peice couch
2022-10-12 21:29,7544971708,https://pittsburgh.craigslist.org/fuo/d/west-mifflin-very-nice-bassett-end/7544971708.html,180, (PITT),3 VERY NICE BASSETT END TABLES
2022-10-12 21:13,7542176578,https://pittsburgh.craigslist.org/fuo/d/monroeville-side-table-with-magazine/7542176578.html,30,,Side table with magazine racks
2022-10-12 21:13,7544968134,https://pittsburgh.craigslist.org/fuo/d/wexford-sleigh/7544968134.html,"3,000", (Wexford),Sleigh
2022-10-12 21:09,7536462354,https://pittsburgh.craigslist.org/fuo/d/gastonville-vintage-laminate-tiered/7536462354.html,20," (Finleyville, PA)",Vintage Laminate 2 Tiered Coffee Table
2022-10-12 21:09,7543356841,https://pittsburgh.craigslist.org/fuo/d/gastonville-decorative-stool-plant/7543356841.html,5," (Finleyville, PA)",Decorative Stool/Plant Stand - $5 (Prop available for $5)
2022-10-12 21:09,7542233077,https://pittsburgh.craigslist.org/fuo/d/gastonville-decorative-plant-stand-15/7542233077.html,15," (Finleyville, PA)",DECORATIVE Plant Stand - $15 (Props - $5.00 each)
2022-10-12 21:08,7538120455,https://pittsburgh.craigslist.org/fuo/d/gastonville-decorative-lamp-magazine/7538120455.html,20," (Finleyville, PA)",Decorative Lamp/Magazine Table **PRICE CUT**
2022-10-12 21:08,7543355649,https://pittsburgh.craigslist.org/fuo/d/gastonville-decorative-chair-20-prop-is/7543355649.html,20," (Finleyville, PA)",Decorative Chair - $20 (Prop is $5.00)
2022-10-12 21:08,7543355909,https://pittsburgh.craigslist.org/fuo/d/gastonville-decorative-wooden-chair/7543355909.html,20," (Finleyville, PA)",Decorative Wooden Chair
2022-10-12 21:08,7541641583,https://pittsburgh.craigslist.org/fuo/d/gastonville-vintage-decorative-chair/7541641583.html,20," (Finleyville, PA)",Vintage Decorative Chair
2022-10-12 21:08,7539949605,https://pittsburgh.craigslist.org/fuo/d/gastonville-vintage-wood-chair-new/7539949605.html,20," (Finleyville, PA)",Vintage Wood Chair - New Fabric!!!
2022-10-12 21:08,7540682159,https://pittsburgh.craigslist.org/fuo/d/gastonville-pair-of-chairs-chairs-20/7540682159.html,20," (Finleyville, PA)",PAIR OF CHAIRS - (2/$40 Chairs) ($20 Table)
2022-10-12 21:08,7543357584,https://pittsburgh.craigslist.org/fuo/d/gastonville-chairs-for-4000/7543357584.html,40," (Finleyville, PA)",CHAIRS - 2 for $40.00
2022-10-12 21:07,7543357174,https://pittsburgh.craigslist.org/fuo/d/gastonville-chairs-for-4000/7543357174.html,40," (Finleyville, PA)",CHAIRS - 2 for $40.00
2022-10-12 21:07,7539949460,https://pittsburgh.craigslist.org/fuo/d/gastonville-pair-of-wooden-chairs-with/7539949460.html,40," (Finleyville, PA)",Pair of Wooden Chairs - with New Fabric!! 2 for $40.00
2022-10-12 21:07,7539121402,https://pittsburgh.craigslist.org/fuo/d/gastonville-metal-swivel-bar-stools/7539121402.html,50," (Finleyville, PA)","2 Metal ""SWIVEL"" BAR STOOLS - 2/$50.00"
2022-10-12 21:04,7544965804,https://pittsburgh.craigslist.org/fuo/d/bethel-park-outdoor-metal-glider/7544965804.html,300," (Bethel Park, PA)",Outdoor Metal Glider
2022-10-12 21:03,7544965417,https://pittsburgh.craigslist.org/fuo/d/gibsonia-vintage-glass-and-wood-coffee/7544965417.html,200, (Gibsonia),Vintage Glass and Wood Coffee Table
2022-10-12 20:57,7537895098,https://pittsburgh.craigslist.org/fuo/d/charleroi-vintage-locking-cedar/7537895098.html,300, (Charleroi),Vintage Locking Cedar Wardrobe with Key
2022-10-12 20:57,7544963849,https://pittsburgh.craigslist.org/fuo/d/elderton-entertainment-center/7544963849.html,85, (kittanning area),entertainment center
2022-10-12 20:56,7538156543,https://pittsburgh.craigslist.org/fuo/d/charleroi-large-door-shelf-curio-cabiet/7538156543.html,300, (Charleroi),"Large 2 Door, 5 Shelf Curio Cabiñet"
2022-10-12 20:44,7534547183,https://pittsburgh.craigslist.org/fuo/d/new-brighton-dining-set-table-and-chairs/7534547183.html,75, (New Brighton),Dining set - table and 4 chairs
2022-10-12 20:42,7544959888,https://pittsburgh.craigslist.org/fuo/d/freedom-wooden-chairs/7544959888.html,65,,4 Wooden Chairs
2022-10-12 20:41,7544959651,https://pittsburgh.craigslist.org/fuo/d/new-brighton-oak-china-cabinet/7544959651.html,600, (New Brighton),Oak China Cabinet
2022-10-12 20:36,7544958315,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-diningroom-buffet-and-corner/7544958315.html,150, (Pittsburgh),diningroom buffet and corner hutch
2022-10-12 20:33,7544957274,https://pittsburgh.craigslist.org/fuo/d/freedom-corner-curio-display-cabinet/7544957274.html,95,,Corner Curio Display Cabinet
2022-10-12 20:20,7544953587,https://pittsburgh.craigslist.org/fuo/d/new-castle-aberdeen-2075w-145d-60h/7544953587.html,220, (NEW CASTLE),"Aberdeen 20.75""W x 14.5""D x 60""H Bathroom Linen Cabinet in Gray NEW"
2022-10-12 20:12,7544950824,https://pittsburgh.craigslist.org/fuo/d/mars-trundle-bed-twin/7544950824.html,125, (Mars),Trundle Bed-Twin
2022-10-12 20:10,7543872106,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-heavy-wooden-bins/7543872106.html,0,,Heavy Wooden BINS
2022-10-12 20:08,7534318748,https://pittsburgh.craigslist.org/fuo/d/butler-maytag-washer/7534318748.html,225, (Butler county),Maytag washer
2022-10-12 20:06,7543857130,https://pittsburgh.craigslist.org/fuo/d/coraopolis-rocker-and-bookstand/7543857130.html,75, (Moon Twp),Rocker and Bookstand
2022-10-12 20:03,7544947457,https://pittsburgh.craigslist.org/fuo/d/mars-office-furniture/7544947457.html,500,,Office furniture
2022-10-12 20:00,7542134757,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-custom-wood-end-table-with/7542134757.html,40, (Castle Shannon),Custom Wood End Table with Tiles
2022-10-12 20:00,7542134837,https://pittsburgh.craigslist.org/fuo/d/pittsburgh-antique-vintage-wood-rocking/7542134837.html,50, (Castle Shannon),Antique Vintage Wood Rocking Chair
2022-10-12 19:55,7544945204,https://pittsburgh.craigslist.org/fuo/d/mckeesport-glass-coffee-table/7544945204.html,75,,Glass Coffee Table
